project_code,project_name,project_category,snapshots,cost_mean,cost_min,cost_max,positive_cost_snapshots,schedule_mean,schedule_max,progress_min,progress_max,expenditure_pct_min,expenditure_pct_max,elapsed_max,planned_duration,flags,dataset
N18000250,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,Other_Power_Transmission,9,31.08134282075311,31.08134282075311,31.08134282075311,9,69.0,81.0,95.0,96.0,96.36493828416478,103.22929648447663,126,48,EXTREME_SCHEDULE_OVERRUN; SCHEDULE_TARGET_VARIES,train
N18000300,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,Transmission_System,1,0.0,0.0,0.0,0,23.0,23.0,97.0,97.0,70.93714131388832,70.93714131388832,39,16,VERY_FEW_SNAPSHOTS,train
N18000306,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,Transmission_System,2,0.0,0.0,0.0,0,24.0,24.0,92.0,99.0,74.3437900128041,82.73047375160051,41,18,NONE,train
N18000307,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,Transmission_System,2,0.0,0.0,0.0,0,23.0,24.0,95.0,100.0,87.40656063618289,87.88369781312127,41,18,SCHEDULE_TARGET_VARIES,train
N18000330,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,Transmission_System,8,0.0,0.0,0.0,0,8.0,9.0,44.0,48.0,45.64788195767379,69.11087250181845,39,33,SCHEDULE_TARGET_VARIES,train
N18000331,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,Transmission_System,8,0.0,0.0,0.0,0,19.625,23.0,63.0,94.0,53.37580326591927,91.0451498038779,40,19,SCHEDULE_TARGET_VARIES,train
N18000332,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,Transmission_System,8,8.28331332533013,0.0,33.13325330132052,2,18.125,22.0,80.0,94.1,77.44417767106843,121.80552220888354,37,18,COST_TARGET_VARIES; SCHEDULE_TARGET_VARIES,train
N18000338,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,Transmission_System,6,0.0,0.0,0.0,0,0.0,0.0,64.0,100.0,31.6504645791933,38.41774531392664,32,32,NONE,train
N18000343,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,Transmission_System,9,0.0,0.0,0.0,0,-0.8888888888888888,0.0,51.0,100.0,23.42222366583298,97.07668821255724,32,36,SCHEDULE_TARGET_VARIES,train
N18000350,WESTERN REGION EXPANSION SCHEME XXV,Transmission_System,10,0.0,0.0,0.0,0,16.2,21.0,37.0,95.0,22.187953555878085,96.00093302923491,28,9,SCHEDULE_TARGET_VARIES,train
N18000351,EASTERN REGION EXPANSION SCHEME XXIX,Transmission_System,9,0.0,0.0,0.0,0,-1.0,0.0,56.0,99.8,58.634837035340816,92.00061064040914,27,32,SCHEDULE_TARGET_VARIES,train
N18000353,ER WR TRANSMISSION LIMITED,Other_Power_Transmission,9,0.0,0.0,0.0,0,1.0,3.0,26.0,100.0,9.652866695120215,99.99644330630244,27,24,SCHEDULE_TARGET_VARIES,train
N18000354,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII,Transmission_System,7,0.0,0.0,0.0,0,4.428571428571429,7.0,50.0,100.0,39.876329640398986,68.47141963266958,24,18,SCHEDULE_TARGET_VARIES,train
N18000355,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME-XXVIII AND XXIX,Transmission_System,7,0.0,0.0,0.0,0,0.0,0.0,60.0,100.0,21.740299654245103,72.14368036880522,24,24,NONE,train
N18000356,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART,Transmission_System,9,0.0,0.0,0.0,0,7.777777777777778,12.0,40.0,91.9,33.89219133735209,90.01869837017192,27,18,SCHEDULE_TARGET_VARIES,train
N18000357,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK,Substation_Grid_Equipment,9,0.0,0.0,0.0,0,3.888888888888889,7.0,25.0,90.5,20.792583757996315,90.00758972134881,27,21,SCHEDULE_TARGET_VARIES,train
N18000359,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK",Substation_Grid_Equipment,10,0.0,0.0,0.0,0,3.8,8.0,33.0,93.6,12.486682733582269,89.99886221413131,27,21,SCHEDULE_TARGET_VARIES,train
N18000360,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",Transmission_System,10,0.0,0.0,0.0,0,2.5,6.0,20.0,90.0,32.2161791786219,81.99991435056316,27,24,SCHEDULE_TARGET_VARIES,train
N18000361,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA",Transmission_System,10,0.0,0.0,0.0,0,2.2,6.0,18.0,82.6,5.391724181936129,85.71458955898463,27,24,SCHEDULE_TARGET_VARIES,train
N18000372,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PHASE-IV PART- I (BIKANER COMPLEX) PAR,Transmission_System,3,0.0,0.0,0.0,0,4.333333333333333,11.0,76.0,100.0,9.901674983941897,9.901674983941897,19,19,SCHEDULE_TARGET_VARIES,train
N18000373,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1",Transmission_System,9,0.0,0.0,0.0,0,2.888888888888889,7.0,18.0,93.0,17.582832418619507,82.00046461654615,22,18,SCHEDULE_TARGET_VARIES,train
N18000374,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART H,Other_Power_Transmission,9,0.0,0.0,0.0,0,1.5555555555555556,4.0,12.0,69.4,8.278154681139755,76.99095431931254,20,18,SCHEDULE_TARGET_VARIES,train
N18000376,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART B1,Other_Power_Transmission,9,0.0,0.0,0.0,0,1.8888888888888888,5.0,12.0,75.7,19.6741214057508,68.98448197170242,21,19,SCHEDULE_TARGET_VARIES,train
N18000377,TS FOR EVACUATION OF 7GW RE INJECTION AT KHAVDA PS UNDER PHASE-IV PART E4,Other_Power_Transmission,9,0.0,0.0,0.0,0,0.8888888888888888,4.0,0.0,7.0,0.0,6.999999999999999,19,20,SCHEDULE_TARGET_VARIES,train
N18000379,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART E2,Other_Power_Transmission,10,0.0,0.0,0.0,0,0.9,3.0,1.0,45.0,0.0,20.0,19,19,SCHEDULE_TARGET_VARIES,train
N18000384,TS FOR EVACUATION OF ADDITIONAL 7GW RE POWER FROM KHAVDA RE PARK UNDER PHASE-III PART B [VATAMAN TRA,Other_Power_Transmission,10,0.0,0.0,0.0,0,1.8,6.0,1.0,20.0,3.0122601279317696,38.99866737739872,18,24,SCHEDULE_TARGET_VARIES,train
N18000385,TS FOR INTRGRATION OF RE ZONE (PHASE II) IN KOPPAL II (PHASE A&B) AND GADAG II (PHASE A) IN KARNATAK,Other_Power_Transmission,9,0.0,0.0,0.0,0,0.0,0.0,0.0,36.7,0.0,35.00484596746279,18,24,NONE,train
N18000386,TS FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV (PART-1) [BIKANER COMPLEX] PART A [BIKANER III N,Transmission_System,9,0.0,0.0,0.0,0,0.0,0.0,3.0,47.1,3.5717144763175455,48.00466977985324,18,24,NONE,train
N18000388,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD]",Other_Power_Transmission,10,0.0,0.0,0.0,0,0.0,0.0,3.0,52.2,0.0,42.992085661080075,16,24,NONE,train
N18000389,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH-III PART D [SIKAR KHETRI TRANSMISSI,Transmission_System,8,0.0,0.0,0.0,0,0.125,1.0,18.0,58.0,13.647,60.0,16,18,SCHEDULE_TARGET_VARIES,train
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,Transmission_System,9,0.0,0.0,0.0,0,-0.3333333333333333,0.0,0.0,16.8,0.0,10.0,13,24,SCHEDULE_TARGET_VARIES,train
N18000391,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) PART-B (JAISALMER/BARMER COMPLEX),Other_Power_Transmission,8,0.0,0.0,0.0,0,0.0,0.0,0.0,18.6,0.0,15.0,10,24,NONE,train
N18000392,TS FOR EVACUATION POWER RAJASTHAN REZ PH-IV (PART- 2:5.5GW) (JAISALMER/BARMER COMPLEX): PART-C,Other_Power_Transmission,8,0.0,0.0,0.0,0,0.0,0.0,0.0,25.7,0.0,23.0,10,24,NONE,train
N18000394,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-E,Other_Power_Transmission,8,0.0,0.0,0.0,0,0.0,0.0,0.0,16.2,0.0,20.0,10,24,NONE,train
N18000395,AUGMENTATION OF 1500MVA 3RD 765/400KV TRANSFORMATION CAPACITY AT KURNOOL NEW SUBSTATION,Substation_Grid_Equipment,7,0.0,0.0,0.0,0,0.0,0.0,2.0,33.0,2.4390243902439024,40.2439024390244,25,28,NONE,train
N18000396,ADDITIONAL TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM BHADLA-III PS AS PART OF RAJASTHAN REZ P,Transmission_System,5,0.0,0.0,0.0,0,0.0,0.0,1.0,3.8,0.0,2.791327913279133,10,18,NONE,train
N18000397,TRANSMISSION SYSTEM STRENGTHENING FOR INTERCONNECTIONS OF BHADLA-III AND BIKANER III COMPLEX [SPV NA,Transmission_System,5,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,1.9971056439942112,10,24,NONE,train
N18000399,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-2 5.5GW] [JAISALMER/BARME,Transmission_System,6,0.0,0.0,0.0,0,0.0,0.0,1.0,12.7,1.4697876973326074,9.400108873162766,8,24,NONE,train
N18000400,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,Transmission_System,6,0.0,0.0,0.0,0,0.0,0.0,1.0,5.1,1.3638271086865297,7.000000000000001,8,24,NONE,train
N18000401,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH -IV [PART-2 5.5 GW] [JAISALMER/BAR,Transmission_System,2,0.0,0.0,0.0,0,0.0,0.0,0.7,3.8,0.0,1.0,7,24,NONE,train
N18000402,PROVISION OF DYNAMIC REACTIVE COMPENSATION AT KHAVDA POOLING STATION 1 [KPS1] AND KHAVDA POOLING STA,Substation_Grid_Equipment,5,0.0,0.0,0.0,0,-1.2,0.0,1.0,6.0,0.0,1.0,7,24,SCHEDULE_TARGET_VARIES,train
N18000404,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3 (6 GW)] [BIKANER COMPLE,Transmission_System,2,0.0,0.0,0.0,0,0.0,0.0,3.7,3.8,1.266007093522494,2.0,7,24,NONE,train
N18000407,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV (PART-4: 3.5 GW): PART A,Transmission_System,1,0.0,0.0,0.0,0,0.0,0.0,2.1,2.1,3.399931577146767,3.399931577146767,6,24,VERY_FEW_SNAPSHOTS,train
N18000408,TRANSMISSION SYSTEM UNDER ISTS FOR EVACUATION OF POWER FROM KUDANKULAM UNIT - 3 AND 4 (2X1000 MW),Transmission_System,1,0.0,0.0,0.0,0,0.0,0.0,2.5,2.5,1.700729927007299,1.700729927007299,5,42,VERY_FEW_SNAPSHOTS,train
400005,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B,Transmission_System,10,0.0,0.0,0.0,0,32.3,35.0,93.0,99.9,91.24995050876984,99.59989089933264,45,11,SCHEDULE_TARGET_VARIES,test
608301,Transmission system strengthening scheme for evacuation of power from solar energy zones in Rajasthan 8.1 GW under Phase II- Part- G1,Transmission_System,4,0.0,0.0,0.0,0,26.25,27.0,93.0,97.0,91.99933235040476,94.99819178234624,44,19,SCHEDULE_TARGET_VARIES,test
611737,Western Region Expansion Scheme-XXV,Transmission_System,4,0.0,0.0,0.0,0,23.75,25.0,96.0,100.0,98.00953763217916,99.10843873108024,32,9,SCHEDULE_TARGET_VARIES,test
611948,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part H,Transmission_System,9,0.0,0.0,0.0,0,9.88888888888889,14.0,72.0,97.68,80.51996798248986,96.00007235595513,29,18,SCHEDULE_TARGET_VARIES,test
611951,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part E1,Transmission_System,9,0.0,0.0,0.0,0,10.0,14.0,93.0,99.7,84.99869326596394,99.69945117170484,31,18,SCHEDULE_TARGET_VARIES,test
612134,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana  Transmission Ltd],Transmission_System,9,0.0,0.0,0.0,0,6.0,12.0,49.0,68.21,53.099715175730566,75.99971984498089,27,24,SCHEDULE_TARGET_VARIES,test
612856,Augmentation of 1x1500 MVA 3rd  765/400 kV transformation capacity at Kurnool New Substation,Substation_Grid_Equipment,8,0.0,0.0,0.0,0,4.25,6.0,39.0,91.0,31.000550088625385,88.99822749220708,26,21,SCHEDULE_TARGET_VARIES,test
617271,Eastern Region  Expansion Scheme-43 [ERES-43],Transmission_System,9,0.0,0.0,0.0,0,4.0,6.0,0.0,29.73,0.2042662464618168,39.998249146458896,21,18,SCHEDULE_TARGET_VARIES,test
617391,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],Substation_Grid_Equipment,9,0.0,0.0,0.0,0,5.333333333333333,7.0,0.0,4.5,0.0225275963054742,1.9988121812857111,16,21,SCHEDULE_TARGET_VARIES,test
N18000264,HVDC BIPOLE LINK BETWEEN WR AND SR -NORTH TRICHUR - SCHEME -II AC SYSTEM STRENGTHENING AT PUGALUR EN,Substation_Grid_Equipment,4,36.45871626134546,36.45871626134546,36.45871626134546,4,67.0,67.0,99.0,99.0,101.61800568502476,102.12541226784856,89,30,EXTREME_SCHEDULE_OVERRUN,test
N18000316,NORTH EASTERN REGION STRENGTHENING SCHEME-XII,Other_Power_Transmission,2,0.0,0.0,0.0,0,17.0,17.0,100.0,100.0,72.59637070191874,72.85659761979113,42,22,NONE,test
N18000328,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,Transmission_System,9,0.0,0.0,0.0,0,0.8888888888888888,4.0,83.0,98.0,43.8670941782975,80.00125738714951,40,38,SCHEDULE_TARGET_VARIES,test
N18000337,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,Transmission_System,10,0.0,0.0,0.0,0,23.0,27.0,63.0,93.0,46.247904871256814,90.00079185968247,35,11,SCHEDULE_TARGET_VARIES,test
N18000352,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART-A  PART B,Transmission_System,9,0.0,0.0,0.0,0,6.0,10.0,45.0,97.0,30.82206070584786,79.99994361336815,27,20,SCHEDULE_TARGET_VARIES,test
N18000358,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT,Transmission_System,10,0.0,0.0,0.0,0,1.2,4.0,25.0,100.0,0.9679556384336048,93.00348414957308,27,24,SCHEDULE_TARGET_VARIES,test
N18000375,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART C1,Other_Power_Transmission,9,0.0,0.0,0.0,0,4.666666666666667,6.0,11.0,77.3,19.15812917594655,64.0,20,18,SCHEDULE_TARGET_VARIES,test
N18000378,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART J,Other_Power_Transmission,8,0.0,0.0,0.0,0,8.25,13.0,26.0,27.0,2.314199395770393,5.507552870090635,30,27,SCHEDULE_TARGET_VARIES,test
N18000380,TRANSMISSION SCHEME FOR SOLAR ENERGY ZONE IN ANANTHPURAM (2500MW) AND KURNOOL (1000MW),Transmission_System,10,0.0,0.0,0.0,0,6.0,6.0,10.0,67.5,6.6861489191353085,60.98398718975181,21,18,NONE,test
N18000383,TS FOR EVACUATION OF POWER FROM POTENTIAL RE ZONE IN KHAVDA AREA OF GUJARAT UNDER PH-IV PART E3,Transmission_System,8,0.0,0.0,0.0,0,0.5,2.0,0.0,21.0,0.0,19.0,23,24,SCHEDULE_TARGET_VARIES,test
N18000387,TS FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV (PART-1) [BIKANER COMPLEX] PART D [NEEMRANA II B,Transmission_System,8,0.0,0.0,0.0,0,0.0,0.0,20.0,53.3,10.457198443579768,64.11624513618676,18,24,NONE,test
N18000393,TS FOR EVACUATION POWER FROM RAJASTHAN REZ PH-IV (PART-2:5.5GW) (JAISALMER/BARMER COMPLEX) PART-C,Other_Power_Transmission,7,0.0,0.0,0.0,0,0.0,0.0,5.0,18.6,0.0,22.0,10,24,NONE,test
N18000398,AUGMENTATION OF TRANSFORMATION CAPACITY AT JAM KHAMBHALIYA PS [GIS] [SPV NAME POWERGRID JAM KHAMBHAL,Substation_Grid_Equipment,5,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,3.0,8,21,NONE,test
N18000405,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM POTENTIAL RENEWABLE ENERGY ZONE IN KHAVDA AREA OF G,Transmission_System,5,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,4.997381038720335,5.860026592529917,7,54,NONE,test
